State,state_code,Month,Rain,value,RainTmp,RainTmp2,Year
Pennsylvania,PA,August,0.00725,8,0.97094,0.63684,2020
Pennsylvania,PA,September,0.03712,9,0.88229,0.13502,2020
Pennsylvania,PA,October,0.01613,10,0.01372,0.24878,2020
Pennsylvania,PA,November,0.99218,11,0.12225,0.89335,2020
Pennsylvania,PA,December,0.2094,12,0.07469,0.03192,2020
Puerto Rico,PR,January,0.07469,1,0.05388,0.96224,2020
Puerto Rico,PR,February,0.92969,2,0.87156,0.3733,2020
Puerto Rico,PR,March,0.05525,3,0.63684,0.23064,2020
Puerto Rico,PR,April,0.69864,4,0.09147,0.01161,2020
Puerto Rico,PR,May,0.9533,5,0.02938,0.20478,2020
Puerto Rico,PR,June,0.8036,6,0.67148,0.20049,2020
Puerto Rico,PR,July,0.9899,7,0.97858,0.04522,2020
Puerto Rico,PR,August,0.063,8,0.70838,0.83833,2020
Puerto Rico,PR,September,0.99444,9,0.99377,0.76412,2020
Puerto Rico,PR,October,0.56786,10,0.95303,0.9247,2020
Puerto Rico,PR,November,0.95303,11,0.64096,0.02203,2020
Puerto Rico,PR,December,0.04431,12,0.87901,0.9533,2020
Rhode Island,RI,January,0.82968,1,0.53888,0.96824,2020
Rhode Island,RI,February,0.02737,2,0.56786,0.06276,2020
Rhode Island,RI,March,0.0825,3,0.624,0.40255,2020
Rhode Island,RI,April,0.94469,4,0.00941,0.701,2020
Rhode Island,RI,May,0.98598,5,0.00224,0.21052,2020
Rhode Island,RI,June,0.10163,6,0.001,0.37876,2020
Rhode Island,RI,July,0.06267,7,0.584,0.85704,2020
Rhode Island,RI,August,0.16594,8,0.79474,0.90001,2020
Rhode Island,RI,September,0.94612,9,0.18948,0.05954,2020
Rhode Island,RI,October,0.02203,10,0.0105,0.00618,2020
Rhode Island,RI,November,0.2165,11,0.81018,0.1408,2020
Rhode Island,RI,December,0.11666,12,0.11229,0.72245,2020
South Carolina,SC,January,0.988,1,0.14385,0.07363,2020
South Carolina,SC,February,0.019,2,0.19517,0.23588,2020
South Carolina,SC,March,0.96085,3,0.74224,0.98058,2020
South Carolina,SC,April,0.73356,4,0.719,0.10716,2020
South Carolina,SC,May,0.006,5,0.93775,0.78529,2020
South Carolina,SC,June,0.02101,6,0.9247,0.75281,2020
South Carolina,SC,July,0.13502,7,0.95958,0.69864,2020
South Carolina,SC,August,0.03427,8,0.1502,0.72516,2020
South Carolina,SC,September,0.86833,9,0.1296,0.235,2020
South Carolina,SC,October,0.12844,10,0.07821,0.04394,2020
South Carolina,SC,November,0.17032,11,0.01776,0.07469,2020
South Carolina,SC,December,0.09703,12,0.95496,0.00832,2020
South Dakota,SD,January,0.04563,1,0.9414,0.56656,2020
South Dakota,SD,February,0.9095,2,0.3733,0.95274,2020
South Dakota,SD,March,0.811,3,0.066,0.81625,2020
South Dakota,SD,April,0.84248,4,0.02,0.95588,2020
South Dakota,SD,May,0.8911,5,0.21196,0.03321,2020
South Dakota,SD,June,0.987,6,0.08925,0.94799,2020
South Dakota,SD,July,0.95958,7,0.26127,0.04095,2020
South Dakota,SD,August,0.02307,8,0.206,0.156,2020
South Dakota,SD,September,0.07363,9,0.77728,0.59163,2020
South Dakota,SD,October,0.6267,10,0.24285,0.84652,2020
South Dakota,SD,November,0.03075,11,0.6606,0.62836,2020
South Dakota,SD,December,0.96582,12,0.20478,0.87767,2020
Tennessee,TN,January,0.05968,1,0.85647,0.082,2020
Tennessee,TN,February,0.78948,2,0.91512,0.7835,2020
Tennessee,TN,March,0.77728,3,0.89225,0.05247,2020
Tennessee,TN,April,0.02519,4,0.94935,0.00725,2020
Tennessee,TN,May,0.21052,5,0.19892,0.90975,2020
Tennessee,TN,June,0.07041,6,0.55,0.46232,2020
Tennessee,TN,July,0.99284,7,0.87526,0.85423,2020
Tennessee,TN,August,0.93428,8,0.98182,0.9989,2020
Tennessee,TN,September,0.22918,9,0.02688,0.02442,2020
Tennessee,TN,October,0.016,10,0.78364,0.86262,2020
Tennessee,TN,November,0.80072,11,0.17708,0.43936,2020
Tennessee,TN,December,0.9974,12,0.02627,0.02938,2020
Texas,TX,January,0.23588,1,0.05531,0.35469,2020
Texas,TX,February,0.001,2,0.12342,0.04113,2020
Texas,TX,March,0.04969,3,0.91549,0.84248,2020
Texas,TX,April,0.9175,4,0.9782,0.92455,2020
Texas,TX,May,0.11143,5,0.75613,0.004,2020
Texas,TX,June,0.07703,6,0.94469,0.93299,2020
Texas,TX,July,0.99094,7,0.03191,0.03978,2020
Texas,TX,August,0.09263,8,0.1598,0.00432,2020
Texas,TX,September,0.043,9,0.05376,0.97295,2020
Texas,TX,October,0.85425,10,0.75876,0.71198,2020
Texas,TX,November,0.98075,11,0.79416,0.85647,2020
Texas,TX,December,0.97295,12,0.98246,0.35436,2020
Utah,UT,January,0.05107,1,0.663,0.02519,2020
Utah,UT,February,0.05247,2,0.99556,0.07644,2020
Utah,UT,March,0.298,3,0.05107,0.88169,2020
Utah,UT,April,0.89838,4,0.235,0.98997,2020
Utah,UT,May,0.91558,5,0.018,0.95303,2020
Utah,UT,June,0.03917,6,0.063,0.9414,2020
Utah,UT,July,0.9052,7,0.2214,0.03581,2020
Utah,UT,August,0.08443,8,0.9784,0.97009,2020
Utah,UT,September,0.928,9,0.60576,0.001,2020
Utah,UT,October,0.9136,10,0.02848,0.74224,2020
Utah,UT,November,0.14575,11,0.75718,0.06419,2020
Utah,UT,December,0.007,12,0.99104,0.96475,2020
Vermont,VT,January,0.74224,1,0.76598,0.78904,2020
Vermont,VT,February,0.584,2,0.93619,0.1502,2020
Vermont,VT,March,0.93883,3,0.09504,0.887,2020
Vermont,VT,April,0.05531,4,0.06727,0.74277,2020
Vermont,VT,May,0.71344,5,0.27517,0.50548,2020
Vermont,VT,June,0.93581,6,0.03797,0.97428,2020
Vermont,VT,July,0.98182,7,0.00816,0.75718,2020
Vermont,VT,August,0.7835,8,0.99668,0.71344,2020
Vermont,VT,September,0.94325,9,0.9533,0.9175,2020
Vermont,VT,October,0.03191,10,0.11943,0.00305,2020
Vermont,VT,November,0.03547,11,0.68665,0.95958,2020
Vermont,VT,December,0.87468,12,0.08829,0.584,2020
Virginia,VA,January,0.0864,1,0.18416,0.96098,2020
Virginia,VA,February,0.002,2,0.28287,0.05531,2020
Virginia,VA,March,0.9247,3,0.77571,0.08,2020
Virginia,VA,April,0.02,4,0.96154,0.03797,2020
Virginia,VA,May,0.84652,5,0.92729,0.163,2020
Virginia,VA,June,0.3143,6,0.07125,0.29118,2020
Virginia,VA,July,0.08843,7,0.90001,0.95844,2020
Virginia,VA,August,0.18416,8,0.6791,0.93135,2020
Virginia,VA,September,0.94032,9,0.022,0.02568,2020
Virginia,VA,October,0.20478,10,0.91264,0.45168,2020
Virginia,VA,November,0.86152,11,0.05954,0.206,2020
Virginia,VA,December,0.75718,12,0.05633,0.96584,2020
Virgin Islands,VI,January,0.008,1,0.13167,0.91264,2020
Virgin Islands,VI,February,0.06883,2,0.3394,0.17332,2020
Virgin Islands,VI,March,0.14956,3,0.05984,0.07041,2020
Virgin Islands,VI,April,0.77082,4,0.01,0.90175,2020
Virgin Islands,VI,May,0.94753,5,0.04522,0.95716,2020
Virgin Islands,VI,June,0.91938,6,0.1408,0.9058,2020
Virgin Islands,VI,July,0.13848,7,0.63264,0.71304,2020
Virgin Islands,VI,August,0.98997,8,0.30019,0.9136,2020
Virgin Islands,VI,September,0.6606,9,0.135,0.06956,2020
Virgin Islands,VI,October,0.12232,10,0.83763,0.93619,2020
Virgin Islands,VI,November,0.87156,11,0.04969,0.91558,2020
Virgin Islands,VI,December,0.004,12,0.10147,0.94325,2020
Washington,WA,January,0.02961,1,0.86494,0.04695,2020
Washington,WA,February,0.416,2,0.03427,0.13785,2020
Washington,WA,March,0.3733,3,0.9408,0.05984,2020
Washington,WA,April,0.93117,4,0.10502,0.92969,2020
Washington,WA,May,0.79522,5,0.06141,0.82367,2020
Washington,WA,June,0.02627,6,0.99444,0.98528,2020
Washington,WA,July,0.25,7,0.12,0.6606,2020
Washington,WA,August,0.82518,8,0.07296,0.83763,2020
Washington,WA,September,0.99914,9,0.04248,0.268,2020
Washington,WA,October,0.97967,10,0.03184,0.03547,2020
Washington,WA,November,0.76412,11,0.07703,0.74344,2020
Washington,WA,December,0.99377,12,0.977,0.89838,2020
West Virginia,WV,January,0.92298,1,0.10716,0.94032,2020
West Virginia,WV,February,0.85794,2,0.33142,0.76271,2020
West Virginia,WV,March,0.83406,3,0.163,0.01568,2020
West Virginia,WV,April,0.05675,4,0.27148,0.27517,2020
West Virginia,WV,May,0.15752,5,0.043,0.80072,2020
West Virginia,WV,June,0.14206,6,0.09263,0.9136,2020
West Virginia,WV,July,0.06727,7,0.73356,0.977,2020
West Virginia,WV,August,0.97523,8,0.416,0.28287,2020
West Virginia,WV,September,0.81584,9,0.048,0.12,2020
West Virginia,WV,October,0.05388,10,0.06419,0.95459,2020
West Virginia,WV,November,0.957,11,0.52,0.17032,2020
West Virginia,WV,December,0.11943,12,0.156,0.8341,2020
Wisconsin,WI,January,0.9646,1,0.952,0.04248,2020
Wisconsin,WI,February,0.99561,2,0.71198,0.99218,2020
Wisconsin,WI,March,0.10643,3,0.0345,0.811,2020
Wisconsin,WI,April,0.018,4,0.09471,0.82821,2020
Wisconsin,WI,May,0.896,5,0.79786,0.10101,2020
Wisconsin,WI,June,0.3394,6,0.81625,0.663,2020
Wisconsin,WI,July,0.83833,7,0.7835,0.645,2020
Wisconsin,WI,August,0.17482,8,0.98075,0.87526,2020
Wisconsin,WI,September,0.886,9,0.76924,0.96971,2020
Wisconsin,WI,October,0.94179,10,0.80072,0.21808,2020
Wisconsin,WI,November,0.22272,11,0.7916,0.80096,2020
Wisconsin,WI,December,0.94893,12,0.95717,0.84569,2020
Wyoming,WY,January,0.06117,1,0.099,0.91735,2020
Wyoming,WY,February,0.02412,2,0.95844,0.181,2020
Wyoming,WY,March,0.02848,3,0.86219,0.01272,2020
Wyoming,WY,April,0.90738,4,0.00408,0.86763,2020
Wyoming,WY,May,0.26644,5,0.90779,0.71551,2020
Wyoming,WY,June,0.96336,6,0.90257,0.01184,2020
Wyoming,WY,July,0.06419,7,0.9437,0.98294,2020
Wyoming,WY,August,0.04043,8,0.04113,0.04563,2020
Wyoming,WY,September,0.97858,9,0.05084,0.18416,2020
Wyoming,WY,October,0.13167,10,0.88435,0.10163,2020
Wyoming,WY,November,0.96824,11,0.86152,0.09703,2020
Wyoming,WY,December,0.16167,12,0.54456,0.11666,2020
Alabama,AL,January,0.928,1,0.04113,0.156,2021
Alabama,AL,February,0.19892,2,0.1296,0.03845,2021
Alabama,AL,March,0.808,3,0.05531,0.05676,2021
Alabama,AL,April,0.1653,4,0.04385,0.06267,2021
Alabama,AL,May,0.80096,5,0.624,0.11781,2021
Alabama,AL,June,0.03191,6,0.204,0.65651,2021
Alabama,AL,July,0.11143,7,0.94325,0.03427,2021
Alabama,AL,August,0.283,8,0.93206,0.58198,2021
Alabama,AL,September,0.09263,9,0.099,0.03075,2021
Alabama,AL,October,0.98294,10,0.01498,0.27517,2021
Alabama,AL,November,0.80712,11,0.78529,0.10502,2021
Alabama,AL,December,0.02203,12,0.01,0.48,2021
Alaska,AK,January,0.95459,1,0.99094,0.1502,2021
Alaska,AK,February,0.73263,2,0.96475,0.94612,2021
Alaska,AK,March,0.02519,3,0.63684,0.577,2021
Alaska,AK,April,0.35469,4,0.91264,0.08736,2021
Alaska,AK,May,0.56656,5,0.77796,0.93581,2021
Alaska,AK,June,0.09703,6,0.97459,0.97635,2021
Alaska,AK,July,0.03978,7,0.93775,0.08364,2021
Alaska,AK,August,0.00618,8,0.8535,0.24285,2021
Alaska,AK,September,0.425,9,0.94519,0.99444,2021
Alaska,AK,October,0.69864,10,0.89485,0.78211,2021
Alaska,AK,November,0.96336,11,0.70838,0.03797,2021
Alaska,AK,December,0.02848,12,0.066,0.74613,2021
Arizona,AZ,January,0.16059,1,0.08364,0.9637,2021
Arizona,AZ,February,0.88679,2,0.67148,0.99914,2021
Arizona,AZ,March,0.00513,3,0.735,0.098,2021
Arizona,AZ,April,0.83406,4,0.61044,0.91014,2021
Arizona,AZ,May,0.04113,5,0.86262,0.9437,2021
Arizona,AZ,June,0.95069,6,0.24878,0.001,2021
Arizona,AZ,July,0.94519,7,0.81322,0.85647,2021
Arizona,AZ,August,0.1408,8,0.92247,0.81018,2021
Arizona,AZ,September,0.11564,9,0.82821,0.02737,2021
Arizona,AZ,October,0.75613,10,0.61504,0.87901,2021
Arizona,AZ,November,0.05984,11,0.23588,0.147,2021
Arizona,AZ,December,0.74344,12,0.98182,0.86833,2021
Arkansas,AR,January,0.72926,1,0.03797,0.08549,2021
Arkansas,AR,February,0.90975,2,0.86494,0.90001,2021
Arkansas,AR,March,0.54456,3,0.54456,0.93775,2021
Arkansas,AR,April,0.8122,4,0.75281,0.92489,2021
Arkansas,AR,May,0.79474,5,0.74948,0.99779,2021
Arkansas,AR,June,0.95303,6,0.00618,0.96475,2021
Arkansas,AR,July,0.19408,7,0.9782,0.09263,2021
Arkansas,AR,August,0.11349,8,0.156,0.06727,2021
Arkansas,AR,September,0.95716,9,0.11943,0.97428,2021
Arkansas,AR,October,0.98044,10,0.181,0.03547,2021
Arkansas,AR,November,0.22918,11,0.12225,0.54456,2021
Arkansas,AR,December,0.05107,12,0.00725,0.17482,2021
California,CA,January,0.94598,1,0.10502,0.35436,2021
California,CA,February,0.94032,2,0.63264,0.04113,2021
California,CA,March,0.98447,3,0.98528,0.9136,2021
California,CA,April,0.887,4,0.61956,0.237,2021
California,CA,May,0.30019,5,0.06276,0.93206,2021
California,CA,June,0.8535,6,0.78211,0.01,2021
California,CA,July,0.02872,7,0.01272,0.91512,2021
California,CA,August,0.87024,8,0.02848,0.49752,2021
California,CA,September,0.9974,9,0.84736,0.04563,2021
California,CA,October,0.77248,10,0.04695,0.05968,2021
California,CA,November,0.17708,11,0.17708,0.92298,2021
California,CA,December,0.17011,12,0.62836,0.53888,2021
Colorado,CO,January,0.1431,1,0.16972,0.13167,2021
Colorado,CO,February,0.94799,2,0.00305,0.98997,2021
Colorado,CO,March,0.2094,3,0.95069,0.88455,2021
Colorado,CO,April,0.8911,4,0.22272,0.24878,2021
Colorado,CO,May,0.82226,5,0.72516,0.06141,2021
Colorado,CO,June,0.08,6,0.60576,0.48904,2021
Colorado,CO,July,0.78904,7,0.99041,0.87024,2021
Colorado,CO,August,0.97967,8,0.95958,0.268,2021
Colorado,CO,September,0.9052,9,0.957,0.06276,2021
Colorado,CO,October,0.63264,10,0.13502,0.97459,2021
Colorado,CO,November,0.02,11,0.577,0.94825,2021
Colorado,CO,December,0.58685,12,0.19892,0.116,2021
Connecticut,CT,January,0.97459,1,0.9414,0.94325,2021
Connecticut,CT,February,0.99094,2,0.00941,0.645,2021
Connecticut,CT,March,0.237,3,0.04563,0.2152,2021
Connecticut,CT,April,0.95958,4,0.85047,0.00305,2021
Connecticut,CT,May,0.001,5,0.016,0.57184,2021
Connecticut,CT,June,0.9646,6,0.85794,0.95844,2021
Connecticut,CT,July,0.163,7,0.97295,0.83992,2021
Connecticut,CT,August,0.00202,8,0.05633,0.93909,2021
Connecticut,CT,September,0.12844,9,0.75136,0.12342,2021
Connecticut,CT,October,0.07821,10,0.9533,0.987,2021
Connecticut,CT,November,0.9899,11,0.49752,0.82821,2021
Connecticut,CT,December,0.04043,12,0.56656,0.06789,2021
Delaware,DE,January,0.235,1,0.64889,0.03065,2021
Delaware,DE,February,0.02961,2,0.18999,0.77892,2021
Delaware,DE,March,0.74613,3,0.30019,0.05229,2021
Delaware,DE,April,0.45168,4,0.09116,0.17708,2021
Delaware,DE,May,0.16972,5,0.84248,0.92968,2021
Delaware,DE,June,0.1566,6,0.08925,0.22432,2021
Delaware,DE,July,0.05376,7,0.75943,0.94179,2021
Delaware,DE,August,0.86763,8,0.02519,0.96724,2021
Delaware,DE,September,0.82,9,0.8122,0.77728,2021
Delaware,DE,October,0.77728,10,0.07644,0.09116,2021
Delaware,DE,November,0.71551,11,0.97523,0.67527,2021
Delaware,DE,December,0.9408,12,0.05084,0.84248,2021
District of Columbia,DC,January,0.10101,1,0.95459,0.26644,2021
District of Columbia,DC,February,0.33142,2,0.23064,0.81926,2021
District of Columbia,DC,March,0.002,3,0.74277,0.664,2021
District of Columbia,DC,April,0.04385,4,0.24285,0.96848,2021
District of Columbia,DC,May,0.9758,5,0.27517,0.13785,2021
District of Columbia,DC,June,0.228,6,0.683,0.01613,2021
District of Columbia,DC,July,0.12,7,0.928,0.05525,2021
District of Columbia,DC,August,0.94612,8,0.7916,0.02519,2021
District of Columbia,DC,September,0.68196,9,0.082,0.98176,2021
District of Columbia,DC,October,0.3733,10,0.019,0.94469,2021
District of Columbia,DC,November,0.11229,11,0.91735,0.022,2021
District of Columbia,DC,December,0.09116,12,0.11229,0.9346,2021
Florida,FL,January,0.37876,1,0.85704,0.95717,2021
Florida,FL,February,0.02737,2,0.97216,0.88435,2021
Florida,FL,March,0.30684,3,0.83833,0.68665,2021
Florida,FL,April,0.14575,4,0.98294,0.08829,2021
Florida,FL,May,0.09309,5,0.08549,0.97216,2021
Florida,FL,June,0.01272,6,0.48,0.98411,2021
Florida,FL,July,0.85423,7,0.9505,0.89485,2021
Florida,FL,August,0.91014,8,0.977,0.05954,2021
Florida,FL,September,0.69744,9,0.83079,0.94519,2021
Florida,FL,October,0.84855,10,0.17332,0.043,2021
Florida,FL,November,0.81018,11,0.90257,0.9408,2021
Florida,FL,December,0.6606,12,0.91014,0.99668,2021
Georgia,GA,January,0.14956,1,0.46232,0.99377,2021
Georgia,GA,February,0.11969,2,0.98044,0.11969,2021
Georgia,GA,March,0.85704,3,0.93909,0.72586,2021
Georgia,GA,April,0.20049,4,0.86219,0.81584,2021
Georgia,GA,May,0.988,5,0.59163,0.04248,2021
Georgia,GA,June,0.17032,6,0.96224,0.952,2021
Georgia,GA,July,0.12705,7,0.11349,0.736,2021
Georgia,GA,August,0.05247,8,0.3143,0.69027,2021
Georgia,GA,September,0.93929,9,0.93299,0.35469,2021
Georgia,GA,October,0.25132,10,0.04431,0.11136,2021
Georgia,GA,November,0.08364,11,0.19408,0.09309,2021
Georgia,GA,December,0.9247,12,0.0345,0.95588,2021
Hawaii,HI,January,0.74277,1,0.08443,0.886,2021
Hawaii,HI,February,0.05968,2,0.94825,0.94935,2021
Hawaii,HI,March,0.93909,3,0.40255,0.02938,2021
Hawaii,HI,April,0.01372,4,0.0788,0.97094,2021
Hawaii,HI,May,0.08181,5,0.97009,0.2094,2021
Hawaii,HI,June,0.91735,6,0.79416,0.78529,2021
Hawaii,HI,July,0.06461,7,0.425,0.94893,2021
Hawaii,HI,August,0.9989,8,0.96098,0.09703,2021
Hawaii,HI,September,0.13225,9,0.27148,0.06883,2021
Hawaii,HI,October,0.93676,10,0.16167,0.02442,2021
Hawaii,HI,November,0.98647,11,0.95844,0.95459,2021
Hawaii,HI,December,0.05,12,0.886,0.08925,2021
Idaho,ID,January,0.04941,1,0.06141,0.099,2021
Idaho,ID,February,0.52664,2,0.92004,0.07703,2021
Idaho,ID,March,0.12721,3,0.00432,0.24268,2021
Idaho,ID,April,0.99041,4,0.06461,0.663,2021
Idaho,ID,May,0.99811,5,0.91919,0.10163,2021
Idaho,ID,June,0.98246,6,0.10147,0.01568,2021
Idaho,ID,July,0.75876,7,0.90779,0.77082,2021
Idaho,ID,August,0.96824,8,0.00832,0.17332,2021
Idaho,ID,September,0.55,9,0.736,0.11143,2021
Idaho,ID,October,0.00432,10,0.896,0.99556,2021
Idaho,ID,November,0.896,11,0.05388,0.01161,2021
Idaho,ID,December,0.09504,12,0.9637,0.79474,2021
Illinois,IL,January,0.13167,1,0.37876,0.09504,2021
Illinois,IL,February,0.9635,2,0.83116,0.163,2021
Illinois,IL,March,0.02565,3,0.10862,0.02,2021
Illinois,IL,April,0.72245,4,0.98176,0.67148,2021
Illinois,IL,May,0.59635,5,0.811,0.01498,2021
Illinois,IL,June,0.73356,6,0.94753,0.96797,2021
Illinois,IL,July,0.10502,7,0.91169,0.99104,2021
Illinois,IL,August,0.9414,8,0.88229,0.92455,2021
Illinois,IL,September,0.9466,9,0.87901,0.07644,2021
Illinois,IL,October,0.86219,10,0.004,0.035,2021
Illinois,IL,November,0.06141,11,0.06117,0.89969,2021
Illinois,IL,December,0.0756,12,0.02307,0.6267,2021
Indiana,IN,January,0.98845,1,0.018,0.99218,2021
Indiana,IN,February,0.88229,2,0.96582,0.96336,2021
Indiana,IN,March,0.16167,3,0.72245,0.007,2021
Indiana,IN,April,0.72516,4,0.8514,0.98447,2021
Indiana,IN,May,0.02321,5,0.8341,0.02627,2021
Indiana,IN,June,0.58198,6,0.07125,0.93442,2021
Indiana,IN,July,0.81584,7,0.05829,0.70473,2021
Indiana,IN,August,0.02442,8,0.90511,0.25,2021
Indiana,IN,September,0.21196,9,0.93619,0.59635,2021
Indiana,IN,October,0.95274,10,0.13901,0.06419,2021
Indiana,IN,November,0.75136,11,0.82,0.07821,2021
Indiana,IN,December,0.93299,12,0.0756,0.05247,2021
Iowa,IA,January,0.43079,1,0.09263,0.04431,2021
Iowa,IA,February,0.928,2,0.04394,0.59163,2021
Iowa,IA,March,0.00101,3,0.81926,0.07125,2021
Iowa,IA,April,0.95971,4,0.87468,0.95958,2021
Iowa,IA,May,0.53292,5,0.10163,0.64889,2021
Iowa,IA,June,0.87767,6,0.08736,0.18512,2021
Iowa,IA,July,0.96724,7,0.88435,0.02,2021
Iowa,IA,August,0.71304,8,0.9408,0.96584,2021
Iowa,IA,September,0.03712,9,0.69864,0.86815,2021
Iowa,IA,October,0.416,10,0.93676,0.98598,2021
Iowa,IA,November,0.98644,11,0.71304,0.12,2021
Iowa,IA,December,0.12342,12,0.9635,0.9876,2021
Kansas,KS,January,0.2165,1,0.01776,0.10925,2021
Kansas,KS,February,0.624,2,0.9136,0.76924,2021
Kansas,KS,March,0.6791,3,0.03184,0.09701,2021
Kansas,KS,April,0.94375,4,0.89225,0.97295,2021
Kansas,KS,May,0.85936,5,0.06419,0.1296,2021
Kansas,KS,June,0.9784,6,0.298,0.98528,2021
Kansas,KS,July,0.69386,7,0.48904,0.47164,2021
Kansas,KS,August,0.91549,8,0.07041,0.98058,2021
Kansas,KS,September,0.584,9,0.91938,0.86219,2021
Kansas,KS,October,0.70838,10,0.9974,0.1534,2021
Kansas,KS,November,0.1598,11,0.86833,0.85047,2021
Kansas,KS,December,0.02307,12,0.719,0.07296,2021
Kentucky,KY,January,0.29118,1,0.05,0.75943,2021
Kentucky,KY,February,0.63684,2,0.80072,0.98647,2021
Kentucky,KY,March,0.92968,3,0.1534,0.84652,2021
Kentucky,KY,April,0.98875,4,0.01372,0.811,2021
Kentucky,KY,May,0.08829,5,0.11666,0.97939,2021
Kentucky,KY,June,0.84652,6,0.043,0.93929,2021
Kentucky,KY,July,0.77571,7,0.00202,0.73939,2021
Kentucky,KY,August,0.77796,8,0.90001,0.82,2021
Kentucky,KY,September,0.67148,9,0.67527,0.11943,2021
Kentucky,KY,October,0.03184,10,0.04969,0.33142,2021
Kentucky,KY,November,0.73939,11,0.03075,0.928,2021
Kentucky,KY,December,0.957,12,0.07469,0.50548,2021
Louisiana,LA,January,0.06883,1,0.66026,0.048,2021
Louisiana,LA,February,0.64889,2,0.87526,0.98044,2021
Louisiana,LA,March,0.83702,3,0.99556,0.135,2021
Louisiana,LA,April,0.03065,4,0.03065,0.96582,2021
Louisiana,LA,May,0.90763,5,0.87279,0.21052,2021
Louisiana,LA,June,0.02412,6,0.93581,0.92629,2021
Louisiana,LA,July,0.97858,7,0.93135,0.6606,2021
Louisiana,LA,August,0.49752,8,0.89549,0.27148,2021
Louisiana,LA,September,0.772,9,0.93117,0.66026,2021
Louisiana,LA,October,0.70473,10,0.73939,0.05675,2021
Louisiana,LA,November,0.04695,11,0.83424,0.51296,2021
Louisiana,LA,December,0.0788,12,0.02276,0.17011,2021
Maine,ME,January,0.99779,1,0.99621,0.18416,2021
Maine,ME,February,0.03845,2,0.00101,0.17501,2021
Maine,ME,March,0.8036,3,0.07296,0.04969,2021
Maine,ME,April,0.00305,4,0.8911,0.80712,2021
Maine,ME,May,0.9533,5,0.45168,0.78904,2021
Maine,ME,June,0.86152,6,0.31,0.98875,2021
Maine,ME,July,0.91264,7,0.03192,0.1408,2021
Maine,ME,August,0.98598,8,0.90975,0.28287,2021
Maine,ME,September,0.66773,9,0.12232,0.02872,2021
Maine,ME,October,0.94935,10,0.77082,0.03581,2021
Maine,ME,November,0.97635,11,0.1408,0.05984,2021
Maine,ME,December,0.94179,12,0.56786,0.004,2021
Maryland,MD,January,0.84281,1,0.99668,0.14956,2021
Maryland,MD,February,0.03321,2,0.80096,0.03184,2021
Maryland,MD,March,0.90257,3,0.91512,0.02203,2021
Maryland,MD,April,0.735,4,0.05676,0.73356,2021
Maryland,MD,May,0.98058,5,0.02442,0.74344,2021
Maryland,MD,June,0.05525,6,0.966,0.18948,2021
Maryland,MD,July,0.86833,7,0.04661,0.9899,2021
Maryland,MD,August,0.019,8,0.35469,0.12232,2021
Maryland,MD,September,0.92629,9,0.04043,0.94799,2021
Maryland,MD,October,0.683,10,0.96154,0.93117,2021
Maryland,MD,November,0.05633,11,0.91549,0.99621,2021
Maryland,MD,December,0.01613,12,0.86815,0.9784,2021
Massachusetts,MA,January,0.61044,1,0.6606,0.05,2021
Massachusetts,MA,February,0.79786,2,0.07821,0.91938,2021
Massachusetts,MA,March,0.78529,3,0.416,0.22272,2021
Massachusetts,MA,April,0.97009,4,0.84855,0.95716,2021
Massachusetts,MA,May,0.87279,5,0.94375,0.03191,2021
Massachusetts,MA,June,0.95496,6,0.71551,0.887,2021
Massachusetts,MA,July,0.99914,7,0.85425,0.11666,2021
Massachusetts,MA,August,0.08736,8,0.84094,0.01845,2021
Massachusetts,MA,September,0.05675,9,0.77892,0.09147,2021
Massachusetts,MA,October,0.97523,10,0.83992,0.04695,2021
Massachusetts,MA,November,0.88435,11,0.00408,0.08443,2021
Massachusetts,MA,December,0.3143,12,0.1566,0.05633,2021
Michigan,MI,January,0.147,1,0.88169,0.86494,2021
Michigan,MI,February,0.048,2,0.02737,0.416,2021
Michigan,MI,March,0.61956,3,0.063,0.3143,2021
Michigan,MI,April,0.206,4,0.92279,0.72926,2021
Michigan,MI,May,0.07644,5,0.29118,0.64096,2021
Michigan,MI,June,0.95936,6,0.05525,0.9175,2021
Michigan,MI,July,0.68665,7,0.663,0.01728,2021
Michigan,MI,August,0.97295,8,0.96797,0.06956,2021
Michigan,MI,September,0.23588,9,0.008,0.87361,2021
Michigan,MI,October,0.92969,10,0.05984,0.62836,2021
Michigan,MI,November,0.10163,11,0.06267,0.76564,2021
Michigan,MI,December,0.0825,12,0.74613,0.66773,2021
Minnesota,MN,January,0.2549,1,0.13785,0.019,2021
Minnesota,MN,February,0.08549,2,0.0105,0.83406,2021
Minnesota,MN,March,0.95844,3,0.12721,0.71344,2021
Minnesota,MN,April,0.80072,4,0.78948,0.0345,2021
Minnesota,MN,May,0.20478,5,0.04941,0.2165,2021
Minnesota,MN,June,0.07041,6,0.89969,0.15159,2021
Minnesota,MN,July,0.87526,7,0.73263,0.0788,2021
Minnesota,MN,August,0.066,8,0.98411,0.82726,2021
Minnesota,MN,September,0.14729,9,0.91759,0.8535,2021
Minnesota,MN,October,0.04522,10,0.18494,0.02688,2021
Minnesota,MN,November,0.71344,11,0.94935,0.16059,2021
Minnesota,MN,December,0.78845,12,0.64096,0.16594,2021
Mississippi,MS,January,0.65272,1,0.75876,0.99429,2021
Mississippi,MS,February,0.84419,2,0.09147,0.683,2021
